Address
Yinnar South Primary School 
Yinnar Primary School 
Yellingbo Primary School 
Yea Primary School 
Yarraville West Primary School 
Yarrambat Primary School 
Yandoit Primary School 
Wycheproof P-12 College 
Wunghnu Primary School 
Woomelang Group School 
Woolsthorpe Primary School 
Woodlands Primary School 
Willowmavin Primary School 
Williamstown Primary School 
William Ruthven Primary School 
Whorouly Primary School 
Whittlesea Primary School 
Whitfield District Primary School 
Whitehorse Primary School 
White Hills Primary School 
Wheelers Hill Primary School 
Westmeadows Primary School 
Westbreen Primary School 
Westall Primary School 
Weeroona College Bendigo 
Wedge Park Primary School 
Wattle Park Primary School 
Watsonia Primary School 
Wangaratta West Primary School 
Wangaratta Primary School 
Wandiligong Primary School 
Wallarano Primary School 
Wales Street Primary School 
Undera Primary School 
Tullamarine Primary School 
Tucker Road Bentleigh Primary School 
Traralgon (Grey Street) Primary School  
Tooradin Primary School 
Toolamba Primary School 
Thomas Mitchell Primary School 
The Grange P-12 College 
Templeton Primary School 
Templestowe Valley Primary School 
Templestowe Heights Primary School 
Taylors Hill Primary School 
Tatura Primary School 
Taradale Primary School 
Tallygaroopna Primary School 
Surrey Hills Primary School 
Streeton Primary School 
Strathmore Primary School 
Stevensville Primary School 
Stawell West Primary School 
St Kilda Park Primary School
St Arnaud Primary School 
St Albans Meadows Primary School 
Spensley Street Primary School 
Specimen Hill Primary School 
Skipton Primary School 
Simpson Primary School 
Silverton Primary School 
Sherbrooke Community School 
Shepparton East Primary School 
Shepparton (Wilmot Road) Primary School  
Shepparton (Bourchier Street) Primary School  
Serpell Primary School 
Seaspray Primary School 
Seaholme Primary School 
Seaford North Primary School 
Seabrook Primary School 
Sandringham Primary School 
Rupanyup Primary School 
Roxburgh Rise Primary School 
Roxburgh Park Primary School 
Roxburgh Homestead Primary School 
Rowville Primary School 
Rosewood Downs Primary School 
Rosanna Primary School 
Rolling Hills Primary School 
Rokewood Primary School 
River Gum Primary School 
Ripponlea Primary School 
Ripplebrook Primary School 
