,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
247,ROOFTOP,"542 High St, Northcote VIC 3070, Australia",ChIJNSC9pYZE1moRqFZrPscM2dU,"542 High St, Northcote VIC 3070, Australia",-37.7636886,145.0001485,1,3070,OK,street_address
248,ROOFTOP,"2/177 Beavers Rd, Northcote VIC 3070, Australia",Ei8yLzE3NyBCZWF2ZXJzIFJkLCBOb3J0aGNvdGUgVklDIDMwNzAsIEF1c3RyYWxpYQ,"2/177 Beavers Rd, Northcote VIC 3070, Australia",-37.7653495,144.985579,1,3070,OK,subpremise
249,ROOFTOP,"390-398 St Georges Rd, Thornbury VIC 3071, Australia",ChIJYQO9HZBE1moRIxxX-JfY0x4,"390-398 St Georges Rd, Thornbury VIC 3071, Australia",-37.756912,144.994135,1,3071,OK,street_address
250,ROOFTOP,"81 High St, Preston VIC 3072, Australia",ChIJ_25a3fRE1moR-bnlNp509LM,"81 High St, Preston VIC 3072, Australia",-37.7496625,145.0017195,1,3072,OK,street_address
251,ROOFTOP,"108 Cramer St, Preston VIC 3072, Australia",ChIJOyhtbe9E1moRf2j3NwoX9Zg,"108 Cramer St, Preston VIC 3072, Australia",-37.7388866,144.9906799,1,3072,OK,premise
252,ROOFTOP,"40-42 Gilbert Rd, Preston VIC 3072, Australia",ChIJeQ64dpRE1moRmrpp2wLpLY4,"40/42 Gilbert Rd, Melbourne VIC 3072, Australia",-37.7495414,144.9884245,1,3072,OK,street_address
253,ROOFTOP,"648 High St, Reservoir VIC 3073, Australia",ChIJqR71DqpF1moR3uppP8-sQzg,"648 High St, Reservoir VIC 3073, Australia",-37.729784,145.005658,1,3073,OK,premise
254,ROOFTOP,"1 Livingstone St, Ivanhoe VIC 3079, Australia",ChIJQ6cpIxlE1moR5lbf80sXt3U,"1 Livingstone St, Ivanhoe VIC 3079, Australia",-37.7676794,145.0427884,1,3079,OK,street_address
255,RANGE_INTERPOLATED,"420 Waterdale Rd, Heidelberg West VIC 3081, Australia",EjU0MjAgV2F0ZXJkYWxlIFJkLCBIZWlkZWxiZXJnIFdlc3QgVklDIDMwODEsIEF1c3RyYWxpYQ,"420 Waterdale Rd, Heidelberg West VIC 3081, Australia",-37.7473903,145.0470974,1,3081,OK,street_address
256,ROOFTOP,"5 Waiora Rd, Heidelberg Heights VIC 3081, Australia",ChIJxa8cgHxG1moRNb9K8ZAWKkc,"5 Waiora Rd, Heidelberg Heights VIC 3081, Australia",-37.746469,145.057652,1,3081,OK,street_address
257,ROOFTOP,"5 Waiora Rd, Heidelberg Heights VIC 3081, Australia",ChIJxa8cgHxG1moRNb9K8ZAWKkc,"5 Waiora Rd, Heidelberg Heights VIC 3081, Australia",-37.746469,145.057652,1,3081,OK,street_address
258,ROOFTOP,"11 Morang Dr, Mill Park VIC 3082, Australia",ChIJhdrhCDRJ1moRGsY19bMpu7E,"11 Morang Dr, Mill Park VIC 3082, Australia",-37.66059,145.054,1,3082,OK,street_address
259,ROOFTOP,"19 Enterprise Dr, Bundoora VIC 3083, Australia",ChIJT-A-Hd5I1moRZo-WZDd_ago,"19 Enterprise Dr, Bundoora VIC 3083, Australia",-37.6849126,145.0713483,1,3083,OK,street_address
260,ROOFTOP,"61/31 McLeans Rd, Bundoora VIC 3083, Australia",Ei42MS8zMSBNY0xlYW5zIFJkLCBCdW5kb29yYSBWSUMgMzA4MywgQXVzdHJhbGlh,"31-61 McLeans Rd, Bundoora VIC 3083, Australia",-37.6945615,145.0550729,1,3083,OK,subpremise
261,ROOFTOP,"61/31 McLeans Rd, Bundoora VIC 3083, Australia",Ei42MS8zMSBNY0xlYW5zIFJkLCBCdW5kb29yYSBWSUMgMzA4MywgQXVzdHJhbGlh,"31-61 McLeans Rd, Bundoora VIC 3083, Australia",-37.6945615,145.0550729,1,3083,OK,subpremise
262,ROOFTOP,"37 Grimshaw St, Greensborough VIC 3088, Australia",ChIJYZMUwURI1moRPsnigJBpaYc,"37 Grimshaw St, Greensborough VIC 3088, Australia",-37.7050999,145.1056175,1,3088,OK,street_address
263,ROOFTOP,"309 Diamond Creek Rd, Plenty VIC 3090, Australia",ChIJB_64q-lJ1moROnMKuMJXS8A,"309 Diamond Creek Rd, Plenty VIC 3090, Australia",-37.678225,145.1242422,1,3090,OK,street_address
264,ROOFTOP,"360 Main Rd, Lower Plenty VIC 3094, Australia",ChIJzerfdAVI1moRu9wFUmpNoZM,"360 Main Rd, Lower Plenty VIC 3093, Australia",-37.7302994,145.1278408,1,3094,OK,premise
265,ROOFTOP,"24 Mayona Rd, Montmorency VIC 3094, Australia",ChIJ4duBlT9I1moRQCjzSgmSwN8,"24 Mayona Rd, Montmorency VIC 3094, Australia",-37.7136193,145.1169523,1,3094,OK,street_address
266,ROOFTOP,"43/49 Nyora Rd, Eltham VIC 3095, Australia",Eio0My80OSBOeW9yYSBSZCwgRWx0aGFtIFZJQyAzMDk1LCBBdXN0cmFsaWE,"43/49 Nyora Rd, Eltham VIC 3095, Australia",-37.7169825,145.1701462,1,3095,OK,subpremise
267,ROOFTOP,"23 Batman Rd, Eltham VIC 3095, Australia",ChIJIZSaKDM21moR0-iFb_FJPuo,"23 Batman Rd, Eltham VIC 3095, Australia",-37.7074188,145.1515753,1,3095,OK,street_address
268,ROOFTOP,"39 Lower Rd, Eltham North VIC 3095, Australia",ChIJnfGJNDA21moRCMFi6GeXbCw,"39 Lower Rd, Eltham North VIC 3095, Australia",-37.7000704,145.1498924,1,3095,OK,street_address
269,ROOFTOP,"960 Heidelberg-Kinglake Rd, Hurstbridge VIC 3099, Australia",ChIJqc96ZO401moRYW5hbTB4Zhk,"960 Heidleberg-Kinglake Rd, Hurstbridge VIC 3099, Australia",-37.6368093,145.1973378,1,3099,OK,street_address
270,ROOFTOP,"301 Cotham Rd, Kew VIC 3101, Australia",ChIJV5_M_WZB1moRIRpOzxjiZVQ,"301 Cotham Rd, Kew VIC 3101, Australia",-37.8087291,145.0560149,1,3101,OK,street_address
271,ROOFTOP,"10 Highbury Grove, Kew VIC 3101, Australia",ChIJVXzLwMRD1moRM8Dn94c2Nrs,"10 Highbury Grove, Kew VIC 3101, Australia",-37.8065521,145.0370826,1,3101,OK,street_address
272,ROOFTOP,"75A Cotham Rd, Kew VIC 3101, Australia",ChIJIZih38RD1moRwRKDS6tDqUs,"75A Cotham Rd, Kew VIC 3101, Australia",-37.8073049,145.0370582,1,3101,OK,street_address
273,RANGE_INTERPOLATED,"2 Leonard St, Deepdene VIC 3103, Australia",EioyIExlb25hcmQgU3QsIERlZXBkZW5lIFZJQyAzMTAzLCBBdXN0cmFsaWE,"2 Leonard St, Deepdene VIC 3103, Australia",-37.8107831,145.0682438,1,3103,OK,street_address
274,ROOFTOP,"184 Balwyn Rd, Balwyn VIC 3103, Australia",ChIJcXGSMy5B1moRxZtj4gZaGgQ,"184 Balwyn Rd, Balwyn VIC 3103, Australia",-37.80407,145.083408,1,3103,OK,street_address
275,ROOFTOP,"16 Osburn Ave, Balwyn North VIC 3104, Australia",ChIJAyZlIjVB1moRUV_3wWA3bq0,"16 Osburn Ave, Balwyn North VIC 3104, Australia",-37.7952252,145.0737169,1,3104,OK,street_address
276,ROOFTOP,"136 Doncaster Rd, Balwyn North VIC 3104, Australia",ChIJW3_h6MxG1moRF7vcIWgEjb0,"136 Doncaster Rd, North Balwyn VIC 3104, Australia",-37.7942094,145.078838,1,3104,OK,street_address
277,ROOFTOP,"30 Lilian St, Bulleen VIC 3105, Australia",ChIJQ_4I4gJH1moR_aDz20TTbTs,"30 Lilian St, Bulleen VIC 3105, Australia",-37.772023,145.096147,1,3105,OK,street_address
278,ROOFTOP,"143/145 Parker St, Templestowe VIC 3106, Australia",EjIxNDMvMTQ1IFBhcmtlciBTdCwgVGVtcGxlc3Rvd2UgVklDIDMxMDYsIEF1c3RyYWxpYQ,"143/145 Parker St, Templestowe VIC 3106, Australia",-37.7574938,145.1278865,1,3106,OK,subpremise
279,ROOFTOP,"41 Marcus Rd, Templestowe Lower VIC 3107, Australia",ChIJWRy-4AdH1moRRr4zMLlzwLU,"41 Marcus Rd, Templestowe Lower VIC 3107, Australia",-37.7681134,145.1042219,1,3107,OK,premise
280,ROOFTOP,"41 Marcus Rd, Templestowe Lower VIC 3107, Australia",ChIJVR2U3QdH1moRX6Dp0xDgf7E,"41 Marcus Rd, Manningham VIC 3107, Australia",-37.7680692,145.1041966,1,3107,OK,street_address
281,ROOFTOP,"674-680 Doncaster Rd, Doncaster VIC 3108, Australia",ChIJHaLZW2RH1moRAqbyaxTJUYE,"674-680 Doncaster Rd, Doncaster VIC 3108, Australia",-37.7878132,145.130147,1,3108,OK,street_address
282,ROOFTOP,"188 Blackburn Rd, Doncaster East VIC 3109, Australia",ChIJGymQDV841moRp5lZRnOE82E,"188 Blackburn Rd, Doncaster East VIC 3109, Australia",-37.785345,145.1629448,1,3109,OK,street_address
283,ROOFTOP,"51-59 Dehnert St, Doncaster East VIC 3109, Australia",ChIJgQ2dCYg41moRJKwoubpdVCE,"51-59 Dehnert St, Doncaster East VIC 3109, Australia",-37.7827424,145.1487869,1,3109,OK,street_address
284,ROOFTOP,"8 Montgomery St, Doncaster East VIC 3109, Australia",ChIJMQ3S2fQ41moR8x-2WL_a9kY,"8 Montgomery St, Doncaster East VIC 3109, Australia",-37.7882413,145.160306,1,3109,OK,street_address
285,ROOFTOP,"460 Blackburn Rd, Doncaster East VIC 3109, Australia",ChIJxxl0Ijk41moRV2Ig26yxpqk,"460 Blackburn Rd, Doncaster East VIC 3109, Australia",-37.7662166,145.1666028,1,3109,OK,street_address
286,ROOFTOP,"47/53 Tunstall Square, Doncaster East VIC 3109, Australia",Ejk0Ny81MyBUdW5zdGFsbCBTcXVhcmUsIERvbmNhc3RlciBFYXN0IFZJQyAzMTA5LCBBdXN0cmFsaWE,"47-53 Tunstall Rd, Doncaster East VIC 3109, Australia",-37.79116,145.171327,1,3109,OK,subpremise
287,ROOFTOP,"188 Blackburn Rd, Doncaster East VIC 3109, Australia",ChIJGymQDV841moRp5lZRnOE82E,"188 Blackburn Rd, Doncaster East VIC 3109, Australia",-37.785345,145.1629448,1,3109,OK,street_address
288,ROOFTOP,"107 Andersons Creek Rd, Doncaster East VIC 3109, Australia",ChIJO0jMxjk41moR91zEKrvvVFI,"107 Andersons Creek Rd, Doncaster East VIC 3109, Australia",-37.7664716,145.1700292,1,3109,OK,street_address
289,ROOFTOP,"5 McGowans Rd, Donvale VIC 3111, Australia",ChIJhYErQv441moR9E5GDiQX9do,"5 McGowans Rd, Donvale VIC 3111, Australia",-37.795799,145.179995,1,3111,OK,street_address
290,ROOFTOP,"320 Reynolds Rd, Donvale VIC 3111, Australia",ChIJzZ19EdA51moRWUsS2eyv49I,"320 Reynolds Rd, Donvale VIC 3111, Australia",-37.766401,145.191754,1,3111,OK,street_address
291,ROOFTOP,"15-49 Old Melbourne Rd, Chirnside Park VIC 3116, Australia",ChIJ340GSyww1moRX67wPWLCkTk,"15-49 Old Melbourne Rd, Chirnside Park VIC 3116, Australia",-37.7632347,145.3062103,1,3116,OK,street_address
292,ROOFTOP,"360 Church St, Richmond VIC 3121, Australia",ChIJaxgpBfNC1moRhCO_OS9LkSE,"360 Church St, Richmond VIC 3121, Australia",-37.8224908,144.9975173,1,3121,OK,street_address
293,ROOFTOP,"10 Griffiths St, Richmond VIC 3121, Australia",ChIJ0-SDCfdC1moR4CM-bjfWKR0,"10 Griffiths St, Richmond VIC 3121, Australia",-37.8180647,145.0023651,1,3121,OK,premise
294,ROOFTOP,"10 Griffiths St, Richmond VIC 3121, Australia",ChIJ0-SDCfdC1moR4CM-bjfWKR0,"10 Griffiths St, Richmond VIC 3121, Australia",-37.8180647,145.0023651,1,3121,OK,premise
295,ROOFTOP,"360 Church St, Richmond VIC 3121, Australia",ChIJaxgpBfNC1moRhCO_OS9LkSE,"360 Church St, Richmond VIC 3121, Australia",-37.8224908,144.9975173,1,3121,OK,street_address
296,ROOFTOP,"81 Oxley Rd, Hawthorn VIC 3122, Australia",ChIJsSccEyxC1moR5WndUEux8bI,"81 Oxley Rd, Hawthorn VIC 3122, Australia",-37.8247372,145.0428462,1,3122,OK,street_address
297,ROOFTOP,"36 Barton St, Hawthorn VIC 3122, Australia",ChIJyQnc_UtC1moRPxtg7esUWE8,"36 Barton St, Hawthorn VIC 3122, Australia",-37.818506,145.022258,1,3122,OK,street_address
298,ROOFTOP,"5 St Columbs St, Hawthorn VIC 3122, Australia",ChIJGa6r6y1C1moRyAfVba2D1vo,"5 St Columbs St, Hawthorn VIC 3122, Australia",-37.8234863,145.0394759,1,3122,OK,premise
299,ROOFTOP,"460 Riversdale Rd, Hawthorn East VIC 3123, Australia",ChIJL3WuJYRB1moRTcPzK29bAxg,"460 Riversdale Rd, Hawthorn East VIC 3123, Australia",-37.8314652,145.0553295,1,3123,OK,street_address
300,ROOFTOP,"460 Riversdale Rd, Hawthorn East VIC 3123, Australia",ChIJL3WuJYRB1moRTcPzK29bAxg,"460 Riversdale Rd, Hawthorn East VIC 3123, Australia",-37.8314652,145.0553295,1,3123,OK,street_address
301,ROOFTOP,"910 Toorak Rd, Camberwell VIC 3124, Australia",ChIJU3r3BPNB1moR9Q7FBYchrBs,"910 Toorak Rd, Camberwell VIC 3124, Australia",-37.846358,145.057135,1,3124,OK,street_address
302,ROOFTOP,"1 Canterbury Rd, Camberwell VIC 3124, Australia",ChIJ4-8MEHpB1moRY4YypkQIcmM,"1 Canterbury Rd, Camberwell VIC 3124, Australia",-37.8212974,145.0592091,1,3124,OK,street_address
303,ROOFTOP,"581 Riversdale Rd, Camberwell VIC 3124, Australia",ChIJrYzImJxB1moRDkMoA1Ia2Ac,"581 Riversdale Rd, Camberwell VIC 3124, Australia",-37.8317253,145.0618708,1,3124,OK,premise
304,ROOFTOP,"7 Bowen St, Camberwell VIC 3124, Australia",ChIJQyx375BB1moR7fzNiWIllQA,"7 Bowen St, Camberwell VIC 3124, Australia",-37.8391984,145.0636002,1,3124,OK,street_address
305,ROOFTOP,"1 Canterbury Rd, Camberwell VIC 3124, Australia",ChIJ4-8MEHpB1moRY4YypkQIcmM,"1 Canterbury Rd, Camberwell VIC 3124, Australia",-37.8212974,145.0592091,1,3124,OK,street_address
306,ROOFTOP,"7 Bowen St, Camberwell VIC 3124, Australia",ChIJQyx375BB1moR7fzNiWIllQA,"7 Bowen St, Camberwell VIC 3124, Australia",-37.8391984,145.0636002,1,3124,OK,street_address
307,ROOFTOP,"17 Livingstone Cl, Burwood VIC 3125, Australia",ChIJT3AaGPZA1moRa9aB56b7Q0M,"17 Livingstone Cl, Burwood VIC 3125, Australia",-37.8426538,145.1086607,1,3125,OK,premise
308,ROOFTOP,"13 Tennyson St, Burwood VIC 3125, Australia",ChIJKRqVjX1A1moRtbGGnhUIrmk,"13 Tennyson St, Burwood VIC 3125, Australia",-37.851074,145.130434,1,3125,OK,street_address
309,ROOFTOP,"44 Station St, Burwood VIC 3125, Australia",ChIJpYk9vWZA1moRwExvc4a0Bss,"44 Station St, Burwood VIC 3125, Australia",-37.8527177,145.1197709,1,3125,OK,street_address
310,ROOFTOP,"2 Margaret St, Canterbury VIC 3126, Australia",ChIJE0Y23gRB1moRHGwKh55rS8I,"2 Margaret St, Canterbury VIC 3126, Australia",-37.827044,145.085201,1,3126,OK,street_address
311,ROOFTOP,"1A Balwyn Rd, Canterbury VIC 3126, Australia",ChIJA6Yl2xFB1moRD7FR62ezVx8,"1A Balwyn Rd, Canterbury VIC 3126, Australia",-37.8232418,145.0791527,1,3126,OK,street_address
312,ROOFTOP,"72 Highfield Rd, Canterbury VIC 3126, Australia",ChIJ0XK5jgZB1moRfvvFcptXe1M,"72 Highfield Rd, Canterbury VIC 3126, Australia",-37.8314287,145.0858918,1,3126,OK,street_address
313,ROOFTOP,"2 Margaret St, Canterbury VIC 3126, Australia",ChIJE0Y23gRB1moRHGwKh55rS8I,"2 Margaret St, Canterbury VIC 3126, Australia",-37.827044,145.085201,1,3126,OK,street_address
314,ROOFTOP,"650 Canterbury Rd, Surrey Hills VIC 3127, Australia",ChIJyzXEGORA1moRqj_cxv3x-Nw,"650 Canterbury Rd, Surrey Hills VIC 3127, Australia",-37.8266165,145.1001921,1,3127,OK,street_address
315,ROOFTOP,"245 Middleborough Rd, Box Hill South VIC 3128, Australia",ChIJ7fxmNpxA1moRqA99zzUETKw,"245 Middleborough Rd, Box Hill South VIC 3128, Australia",-37.838918,145.134405,1,3128,OK,street_address
316,ROOFTOP,"28 Watts St, Box Hill VIC 3128, Australia",ChIJre1XBLJA1moRJQmS8DA94MU,"28 Watts St, Box Hill VIC 3128, Australia",-37.815883,145.125863,1,3128,OK,street_address
317,ROOFTOP,"275 Middleborough Rd, Box Hill South VIC 3128, Australia",ChIJ72XLrp9A1moRtSdmCFjZVUU,"275 Middleborough Rd, Box Hill South VIC 3128, Australia",-37.8354133,145.1351908,1,3128,OK,premise
318,ROOFTOP,"711 Station St, Box Hill VIC 3128, Australia",ChIJvWpInrFA1moRlWtyZAl1VKk,"711 Station St, Box Hill VIC 3128, Australia",-37.8166107,145.1239183,1,3128,OK,premise
319,ROOFTOP,"234 Elgar Rd, Box Hill South VIC 3128, Australia",ChIJI1GHcPJA1moR1wybydk0Bf0,"234 Elgar Rd, Box Hill South VIC 3128, Australia",-37.8354367,145.1120008,1,3128,OK,premise
320,ROOFTOP,"234 Elgar Rd, Box Hill South VIC 3128, Australia",ChIJI1GHcPJA1moR1wybydk0Bf0,"234 Elgar Rd, Box Hill South VIC 3128, Australia",-37.8354367,145.1120008,1,3128,OK,premise
321,ROOFTOP,"38 Lexton Rd, Box Hill North VIC 3129, Australia",ChIJby90mFVH1moRVeWjMxXVzkU,"38 Lexton Rd, Box Hill North VIC 3129, Australia",-37.8122652,145.1361607,1,3129,OK,premise
322,RANGE_INTERPOLATED,"100 Rostrevor Parade, Mont Albert North VIC 3129, Australia",EjsxMDAgUm9zdHJldm9yIFBhcmFkZSwgTW9udCBBbGJlcnQgTm9ydGggVklDIDMxMjksIEF1c3RyYWxpYQ,"100 Rostrevor Parade, N Mont Albert VIC 3129, Australia",-37.8027977,145.1080642,1,3129,OK,street_address
323,ROOFTOP,"17-23 Nelson Rd, Box Hill VIC 3128, Australia",ChIJn-Cf6bZA1moRIh07Rkbdris,"17-23 Nelson Rd, Box Hill VIC 3130, Australia",-37.8156556,145.1194796,1,3128,OK,street_address
324,ROOFTOP,"3 Springfield Rd, Blackburn North VIC 3130, Australia",ChIJiZBcvqg41moRO3u9H-zXCrU,"3 Springfield Rd, Blackburn North VIC 3130, Australia",-37.8090486,145.1415585,1,3130,OK,street_address
325,ROOFTOP,"184 Surrey Rd, Blackburn VIC 3130, Australia",ChIJw19t7LY41moR6Kelnuc9mj0,"184 Surrey Rd, Blackburn VIC 3130, Australia",-37.8154837,145.1557783,1,3130,OK,street_address
326,ROOFTOP,"107 Springfield Rd, Blackburn North VIC 3130, Australia",ChIJiwR0Z7o41moRFhMYtuTzt-Q,"107 Springfield Rd, Blackburn North VIC 3130, Australia",-37.809912,145.151878,1,3130,OK,street_address
327,ROOFTOP,"184 Surrey Rd, Blackburn VIC 3130, Australia",ChIJw19t7LY41moR6Kelnuc9mj0,"184 Surrey Rd, Blackburn VIC 3130, Australia",-37.8154837,145.1557783,1,3130,OK,street_address
328,ROOFTOP,"67-71 Springvale Rd, Nunawading VIC 3131, Australia",ChIJTeCqit441moRhxdGdtBU1ew,"67/71 Springvale Rd, Nunawading VIC 3131, Australia",-37.8126842,145.1775939,1,3131,OK,street_address
329,RANGE_INTERPOLATED,"169 Central Rd, Nunawading VIC 3131, Australia",Ei4xNjkgQ2VudHJhbCBSZCwgTnVuYXdhZGluZyBWSUMgMzEzMSwgQXVzdHJhbGlh,"169 Central Rd, Nunawading VIC 3131, Australia",-37.8246401,145.1675006,1,3131,OK,street_address
330,ROOFTOP,"333 Canterbury Rd, Forest Hill VIC 3131, Australia",ChIJObuRPyk_1moR4bib4Etr2Ks,"333A Canterbury Rd, Forest Hill VIC 3131, Australia",-37.835078,145.177477,1,3131,OK,street_address
331,RANGE_INTERPOLATED,"169 Central Rd, Nunawading VIC 3131, Australia",Ei4xNjkgQ2VudHJhbCBSZCwgTnVuYXdhZGluZyBWSUMgMzEzMSwgQXVzdHJhbGlh,"169 Central Rd, Nunawading VIC 3131, Australia",-37.8246401,145.1675006,1,3131,OK,street_address
332,ROOFTOP,"8-12 Simla St, Mitcham VIC 3132, Australia",ChIJ10yOZiM51moRQaZ2V31z1ow,"8-12 Simla St, Mitcham VIC 3132, Australia",-37.81916,145.191112,1,3132,OK,street_address
333,ROOFTOP,"171 Rooks Rd, Vermont VIC 3133, Australia",ChIJ2bYiOdM-1moRlIccY31JUVQ,"171 Rooks Rd, Vermont VIC 3133, Australia",-37.8337978,145.1884708,1,3133,OK,street_address
334,ROOFTOP,"13 Bedford Rd, Ringwood VIC 3134, Australia",ChIJk1znYNE71moR_VNvw38SXow,"13 Bedford Rd, Ringwood VIC 3134, Australia",-37.8156,145.232619,1,3134,OK,street_address
335,ROOFTOP,"120 Oban Rd, Ringwood North VIC 3134, Australia",ChIJ8du3tCI61moRVKxfxUoFBrk,"120 Oban Rd, Ringwood North VIC 3134, Australia",-37.7933985,145.2375043,1,3134,OK,street_address
336,ROOFTOP,"320-340 Wonga Rd, Warranwood VIC 3134, Australia",ChIJ9xcIoKQw1moRiAnLmkK5tNs,"320/340 Wonga Rd, Warranwood VIC 3134, Australia",-37.7677548,145.2424914,1,3134,OK,street_address
337,ROOFTOP,"14 Dickson Cres, Ringwood North VIC 3134, Australia",ChIJvVf80jw61moRONasbqEQYyY,"14 Dickson Cres, Ringwood North VIC 3134, Australia",-37.795708,145.23711,1,3134,OK,street_address
338,ROOFTOP,"1 Tamar St, Ringwood North VIC 3134, Australia",ChIJG15xKSk61moRpbdNX2OeiBQ,"1 Tamar St, Ringwood North VIC 3134, Australia",-37.802605,145.231102,1,3134,OK,street_address
339,ROOFTOP,"143 Maroondah Hwy, Ringwood VIC 3134, Australia",ChIJuTO2TdY71moRwpkGd8LfqEg,"143 Maroondah Hwy, Ringwood VIC 3134, Australia",-37.815399,145.227843,1,3134,OK,street_address
340,ROOFTOP,"9 Hill St, Ringwood East VIC 3135, Australia",ChIJHSklPsw71moRWcFD02BdEAs,"9 Hill St, Ringwood East VIC 3135, Australia",-37.8166779,145.2410717,1,3135,OK,street_address
341,ROOFTOP,"78 Cuthbert St, Heathmont VIC 3135, Australia",ChIJIe636eg71moRgageF8l7PwE,"78 Cuthbert St, Heathmont VIC 3135, Australia",-37.834378,145.238828,1,3135,OK,street_address
342,ROOFTOP,"6 Waterloo St, Heathmont VIC 3135, Australia",ChIJtx7wQOY71moRMKq_etFo-go,"6 Waterloo St, Heathmont VIC 3135, Australia",-37.833141,145.235463,1,3135,OK,street_address
343,ROOFTOP,"51 Lusher Rd, Croydon VIC 3136, Australia",ChIJw22TtI061moR8NwlDOPfqNU,"51 Lusher Rd, Croydon VIC 3136, Australia",-37.8034827,145.2797149,1,3136,OK,street_address
344,GEOMETRIC_CENTER,"Bemboka Rd, Croydon Hills VIC 3136, Australia",Ei1CZW1ib2thIFJkLCBDcm95ZG9uIEhpbGxzIFZJQyAzMTM2LCBBdXN0cmFsaWE,"Bemboka Rd, Croydon Hills VIC 3136, Australia",-37.7770495,145.2568191,1,3136,OK,route
345,RANGE_INTERPOLATED,"6 Bemboka Rd, Croydon Hills VIC 3136, Australia",Ei82IEJlbWJva2EgUmQsIENyb3lkb24gSGlsbHMgVklDIDMxMzYsIEF1c3RyYWxpYQ,"6 Bemboka Rd, Croydon Hills VIC 3136, Australia",-37.7807205,145.2561719,1,3136,OK,street_address
346,RANGE_INTERPOLATED,"6 Tallent St, Croydon VIC 3136, Australia",Eik2IFRhbGxlbnQgU3QsIENyb3lkb24gVklDIDMxMzYsIEF1c3RyYWxpYQ,"6 Tallent St, Croydon VIC 3136, Australia",-37.7916173,145.2805954,1,3136,OK,street_address
347,ROOFTOP,"51 Lusher Rd, Croydon VIC 3136, Australia",ChIJw22TtI061moR8NwlDOPfqNU,"51 Lusher Rd, Croydon VIC 3136, Australia",-37.8034827,145.2797149,1,3136,OK,street_address
348,ROOFTOP,"51 Lusher Rd, Croydon VIC 3136, Australia",ChIJw22TtI061moR8NwlDOPfqNU,"51 Lusher Rd, Croydon VIC 3136, Australia",-37.8034827,145.2797149,1,3136,OK,street_address
349,ROOFTOP,"51 Lusher Rd, Croydon VIC 3136, Australia",ChIJw22TtI061moR8NwlDOPfqNU,"51 Lusher Rd, Croydon VIC 3136, Australia",-37.8034827,145.2797149,1,3136,OK,street_address
350,ROOFTOP,"281 Colchester Rd, Kilsyth South VIC 3137, Australia",ChIJYbIY-9A61moRJyr_nkkvaDY,"281 Colchester Rd, Kilsyth South VIC 3137, Australia",-37.828178,145.304334,1,3137,OK,street_address
351,ROOFTOP,"382-388 Liverpool Rd, Kilsyth South VIC 3137, Australia",ChIJk7sfi9Uk1moREmXYSgnDITk,"382-388 Liverpool Rd, Kilsyth South VIC 3137, Australia",-37.839086,145.318403,1,3137,OK,street_address
352,ROOFTOP,"47/49 Carronvale Rd, Mooroolbark VIC 3138, Australia",EjQ0Ny80OSBDYXJyb252YWxlIFJkLCBNb29yb29sYmFyayBWSUMgMzEzOCwgQXVzdHJhbGlh,"47-49 Carronvale Rd, Mooroolbark VIC 3138, Australia",-37.7813515,145.3284304,1,3138,OK,subpremise
353,GEOMETRIC_CENTER,"Hull Rd, Mooroolbark VIC 3138, Australia",EihIdWxsIFJkLCBNb29yb29sYmFyayBWSUMgMzEzOCwgQXVzdHJhbGlh,"Hull Rd, Mooroolbark VIC 3138, Australia",-37.782703,145.323945,1,3138,OK,route
354,RANGE_INTERPOLATED,"305 Manchester Rd, Chirnside Park VIC 3116, Australia",EjUzMDUgTWFuY2hlc3RlciBSZCwgQ2hpcm5zaWRlIFBhcmsgVklDIDMxMTYsIEF1c3RyYWxpYQ,"305 Manchester Rd, Mooroolbark VIC 3138, Australia",-37.7610029,145.3157531,1,3116,OK,street_address
355,ROOFTOP,"47/49 Carronvale Rd, Mooroolbark VIC 3138, Australia",EjQ0Ny80OSBDYXJyb252YWxlIFJkLCBNb29yb29sYmFyayBWSUMgMzEzOCwgQXVzdHJhbGlh,"47-49 Carronvale Rd, Mooroolbark VIC 3138, Australia",-37.7813515,145.3284304,1,3138,OK,subpremise
356,ROOFTOP,"84 Beenak Rd, Wandin North VIC 3139, Australia",ChIJG0ibeBEp1moRs7BS_FYACKk,"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia",-37.7888373,145.4331954,1,3139,OK,"establishment,place_of_worship,point_of_interest"
357,ROOFTOP,"84 Beenak Rd, Wandin North VIC 3139, Australia",ChIJG0ibeBEp1moRs7BS_FYACKk,"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia",-37.7888373,145.4331954,1,3139,OK,"establishment,place_of_worship,point_of_interest"
358,ROOFTOP,"84 Beenak Rd, Wandin North VIC 3139, Australia",ChIJG0ibeBEp1moRs7BS_FYACKk,"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia",-37.7888373,145.4331954,1,3139,OK,"establishment,place_of_worship,point_of_interest"
359,ROOFTOP,"5/9 Clarke St, Lilydale VIC 3140, Australia",Eis1LzkgQ2xhcmtlIFN0LCBMaWx5ZGFsZSBWSUMgMzE0MCwgQXVzdHJhbGlh,"5/9 Clarke St, Lilydale VIC 3140, Australia",-37.7581305,145.3505908,1,3140,OK,subpremise
