,accuracy,formatted_address,input_string,latitude,longitude,number_of_results,postcode,status
436,ROOFTOP,"328 Bayswater Rd, Bayswater North VIC 3153, Australia","Calvary Melbourne Church VIC,Australia",-37.8313456,145.2686387,1,3153,OK
437,ROOFTOP,"58 Reema Blvd, Endeavour Hills VIC 3802, Australia","Grace Community Bible Church Church VIC,Australia",-37.9739534,145.2736352,1,3802,OK
438,ROOFTOP,"11 Eastlink Dr, Hallam VIC 3803, Australia","Life to the Nations Christian Fellowship Church VIC,Australia",-38.013003,145.256112,1,3803,OK
439,ROOFTOP,"2-8 Gleneagles Dr, Endeavour Hills VIC 3802, Australia","South Eastern Christian Centre Church VIC,Australia",-37.9667706,145.2635937,1,3802,OK
440,ROOFTOP,"15 Cavell St, Scoresby VIC 3179, Australia","Hope Community Church VIC,Australia",-37.888923,145.235697,1,3179,OK
441,ROOFTOP,"Timbarra Hall, Timbarra Way, Berwick VIC 3806, Australia","Anchor Baptist Church VIC,Australia",-38.02464,145.326084,1,3806,OK
442,ROOFTOP,"55 Peel St, Berwick VIC 3806, Australia","Berwick Anglican Church VIC,Australia",-38.0315392,145.3538078,1,3806,OK
443,ROOFTOP,"432-446 Centre Rd, Berwick VIC 3806, Australia","Berwick Vineyard Church VIC,Australia",-38.048675,145.335825,1,3806,OK
444,ROOFTOP,"1248 High St Rd, Wantirna South VIC 3152, Australia","CityLife Church VIC,Australia",-37.878226,145.215003,1,3152,OK
445,ROOFTOP,"Beaconsfield Community Centre, Oneil Rd, Beaconsfield VIC 3807, Australia","Friends First Church Church VIC,Australia",-38.0523143,145.380088,1,3807,OK
446,ROOFTOP,"426 Princes Hwy, Narre Warren VIC 3805, Australia","Casey City Church Church VIC,Australia",-38.025455,145.3065564,1,3805,OK
447,ROOFTOP,"54-60 Intrepid St, Berwick VIC 3806, Australia","Winepress Church VIC,Australia",-38.0366292,145.3369305,1,3806,OK
448,ROOFTOP,"7 Desmond Ct, Beaconsfield VIC 3807, Australia","Beaconsfield Baptist Church VIC,Australia",-38.053413,145.375852,1,3807,OK
449,ROOFTOP,"LOT 1 Army Rd, Pakenham VIC 3810, Australia","Cardinia Christian Centre Church VIC,Australia",-38.053111,145.499037,1,3810,OK
450,ROOFTOP,"259 - 261 Eleventh St, Mildura VIC 3500, Australia","Heart Changing Church Church VIC,Australia",-34.1877724,142.1537089,1,3500,OK
451,ROOFTOP,"St James Anglican Church, 84 Beenak Rd, Wandin North VIC 3139, Australia","St James Anglican Church VIC,Australia",-37.7888531,145.4332627,1,3139,OK
452,GEOMETRIC_CENTER,"Cnr Church St & Winters Ave, Drouin VIC 3818, Australia","Drouin Presbyterian Church VIC,Australia",-38.1364741,145.8542086,1,3818,OK
453,ROOFTOP,"2/177 Beavers Rd, Northcote VIC 3070, Australia","Community Church Church VIC,Australia",-37.7653809,144.9859464,1,3070,OK
454,ROOFTOP,"69 Sutton St, Warragul VIC 3820, Australia","Rope Factory Church Church VIC,Australia",-38.1506701,145.927126,1,3820,OK
455,ROOFTOP,"36 George St, Moe VIC 3825, Australia","Gippsland Christian Church Church VIC,Australia",-38.17589,146.262,1,3825,OK
456,ROOFTOP,"6809 Belair Rd, Baltimore, MD 21206, USA","The Redeemed Christian Church of God Abundant Life Parish Church VIC,Australia",39.3564265,-76.5284031,1,21206,OK
457,ROOFTOP,"69 Princes Dr, Morwell VIC 3840, Australia","Eternity Church VIC,Australia",-38.23269,146.384809,1,3840,OK
458,ROOFTOP,"50 Church St, Morwell VIC 3840, Australia","Morwell Presbyterian Church VIC,Australia",-38.234675,146.400107,2,3840,OK
459,ROOFTOP,"80 Henry St, Traralgon VIC 3844, Australia","Now Church Church VIC,Australia",-38.1969946,146.5222647,1,3844,OK
460,ROOFTOP,"453 Raymond St, Sale VIC 3850, Australia","Anglican Diocese of Gippsland Church VIC,Australia",-38.103816,147.064965,1,3850,OK
461,GEOMETRIC_CENTER,"Princes Hwy & Cobains Rd, Sale VIC 3850, Australia","Sale Baptist Church VIC,Australia",-38.0854008,147.0692395,1,3850,OK
462,ROOFTOP,"103 Bairnsdale-Dargo Rd, Bairnsdale VIC 3875, Australia","Bairnsdale church of Christ Church VIC,Australia",-37.8409686,147.576981,1,3875,OK
463,ROOFTOP,"141 Princes Hwy, Lakes Entrance VIC 3909, Australia","Lakes Entrance Baptist Church VIC,Australia",-37.8649222,148.0203816,1,3909,OK
464,ROOFTOP,"185 North Rd, Langwarrin VIC 3910, Australia","Langwarrin Pearcedale Anglican Church VIC,Australia",-38.164565,145.189363,1,3910,OK
465,ROOFTOP,"1/100 Champion Rd, Newport VIC 3015, Australia","Langwarrin Vineyard Church VIC,Australia",-37.849451,144.875844,1,3015,OK
466,ROOFTOP,"99 The Crescent, Tyabb VIC 3913, Australia","Western Port Christian Family Church VIC,Australia",-38.2611304,145.1914243,1,3913,OK
467,ROOFTOP,"299 Webro Rd, Parsippany, NJ 07054, USA","Liquid Church Church VIC,Australia",40.855952,-74.416534,1,7054,OK
468,ROOFTOP,"370 Craigie Rd, Mount Martha VIC 3934, Australia","New Peninsula Church VIC,Australia",-38.265132,145.068079,2,3934,OK
469,ROOFTOP,"4 Mine Rd, Korumburra VIC 3950, Australia","Southern Hills AOG Church VIC,Australia",-38.4344404,145.8249659,1,3950,OK
470,ROOFTOP,"195 Hallam Rd, Lynbrook VIC 3975, Australia","United Pentecostal Church Church VIC,Australia",-38.0454493,145.2640349,1,3975,OK
471,ROOFTOP,"4/37B Fordholm Rd, Hampton Park VIC 3805, Australia","Casey Life Church VIC,Australia",-38.0348584,145.2646884,2,3805,OK
472,ROOFTOP,"875 State Park Rd, Greenville, SC 29609, USA","Hampton Park Baptist Church VIC,Australia",34.8983596,-82.397092,1,29609,OK
473,ROOFTOP,"49-51 Cameron St, Cranbourne East VIC 3977, Australia","Deeper Christian Life Ministry Church VIC,Australia",-38.1158543,145.2891115,1,3977,OK
474,ROOFTOP,"1109 Hill St, Buffalo, TX 75831, USA","Miracle Christian Centre Church VIC,Australia",31.4569589,-96.08025,1,75831,OK
475,ROOFTOP,"129 Sladen St, Cranbourne VIC 3977, Australia","St Agathas Parish Church VIC,Australia",-38.1118925,145.2784449,2,3977,OK
